rank,variant,word,sentence,tags
132,1,todas,Ella conoce {{todas}} las respuestas.,frequency;generated;rank-121-140
132,2,todas,Las ventanas están {{todas}} abiertas.,frequency;generated;spanish
132,3,todas,Nos reunimos {{todas}} las semanas.,frequency;generated;spanish
133,1,casa,Mi {{casa}} es pequeña.,frequency;generated;rank-121-140
133,2,casa,Voy a {{casa}} de mi abuela.,frequency;generated;spanish
133,3,casa,¿A qué hora vuelves a {{casa}}?,frequency;generated;spanish
134,1,estos,Quiero {{estos}} zapatos.,frequency;generated;rank-121-140
134,2,estos,{{Estos}} días hace frío.,frequency;generated;spanish
134,3,estos,¿Son tuyos {{estos}} lentes?,frequency;generated;spanish
135,1,forma,Esa {{forma}} es un círculo.,frequency;generated;rank-121-140
135,2,forma,Estoy en buena {{forma}}.,frequency;generated;spanish
135,3,forma,Busca otra {{forma}} de hacerlo.,frequency;generated;spanish
136,1,he,Yo {{he}} comido pan.,frequency;generated;rank-121-140
136,2,he,Nunca {{he}} visto nieve.,frequency;generated;spanish
136,3,he,Hoy {{he}} perdido las llaves.,frequency;generated;spanish
137,1,nuevo,Tengo un libro {{nuevo}}.,frequency;generated;rank-121-140
137,2,nuevo,Lo intentamos de {{nuevo}}.,frequency;generated;spanish
137,3,nuevo,¿Quién es el vecino {{nuevo}}?,frequency;generated;spanish
138,1,sido,Ha {{sido}} un buen día.,frequency;generated;rank-121-140
138,2,sido,Nunca había {{sido}} tan fácil.,frequency;generated;spanish
138,3,sido,Mi madre siempre ha {{sido}} paciente.,frequency;generated;spanish
139,1,él,Voy con {{él}}.,frequency;generated;rank-121-140
139,2,él,Ese regalo es para {{él}}.,frequency;generated;spanish
139,3,él,Fue {{él}} quien me ayudó.,frequency;generated;spanish
140,1,aquí,Mi casa está {{aquí}}.,frequency;generated;rank-121-140
140,2,aquí,Ven {{aquí}} un momento.,frequency;generated;spanish
140,3,aquí,De {{aquí}} a la playa hay dos kilómetros.,frequency;generated;spanish
141,1,ella,Vivo con {{ella}}.,frequency;generated;rank-141-160
141,2,ella,¿Quién es {{ella}}?,frequency;generated;spanish
141,3,ella,El libro es de {{ella}}.,frequency;generated;spanish
142,1,estas,Quiero {{estas}} flores.,frequency;generated;rank-141-160
142,2,estas,¿Cuánto cuestan {{estas}} manzanas?,frequency;generated;spanish
142,3,estas,Durante {{estas}} semanas estaré fuera.,frequency;generated;spanish
143,1,sí,Ella dijo que {{sí}}.,frequency;generated;rank-141-160
143,2,sí,¿De verdad? Claro que {{sí}}.,frequency;generated;spanish
143,3,sí,Lo hizo por {{sí}} mismo.,frequency;generated;spanish
144,1,estaba,La puerta {{estaba}} abierta.,frequency;generated;rank-141-160
144,2,estaba,Yo {{estaba}} durmiendo cuando llamaste.,frequency;generated;spanish
144,3,estaba,La sopa {{estaba}} fría.,frequency;generated;spanish
145,1,estar,Quiero {{estar}} contigo.,frequency;generated;rank-141-160
145,2,estar,El paquete debe {{estar}} aquí.,frequency;generated;spanish
145,3,estar,¿Puedes {{estar}} listo a las ocho?,frequency;generated;spanish
146,1,hoy,Trabajo {{hoy}}.,frequency;generated;rank-141-160
146,2,hoy,¿Qué vamos a comer {{hoy}}?,frequency;generated;spanish
146,3,hoy,"De {{hoy}} en adelante, caminaré más.",frequency;generated;spanish
147,1,tienen,Ellos {{tienen}} hambre.,frequency;generated;rank-141-160
147,2,tienen,Mis padres {{tienen}} un gato.,frequency;generated;spanish
147,3,tienen,Los niños {{tienen}} que dormir.,frequency;generated;spanish
148,1,alguien,Hay {{alguien}} afuera.,frequency;generated;rank-141-160
148,2,alguien,¿Conoces a {{alguien}} aquí?,frequency;generated;spanish
148,3,alguien,Busco a {{alguien}} que hable inglés.,frequency;generated;spanish
149,1,dice,Ella {{dice}} la verdad.,frequency;generated;rank-141-160
149,2,dice,¿Qué {{dice}} el letrero?,frequency;generated;spanish
149,3,dice,Mi madre {{dice}} que va a llover.,frequency;generated;spanish
150,1,quien,Ella es {{quien}} llama.,frequency;generated;rank-141-160
150,2,quien,Dale el libro a {{quien}} lo necesite.,frequency;generated;spanish
150,3,quien,No soy {{quien}} para juzgarte.,frequency;generated;spanish
151,1,toda,Leí {{toda}} la carta.,frequency;generated;rank-141-160
151,2,toda,Llovió {{toda}} la noche.,frequency;generated;spanish
151,3,toda,Está aquí {{toda}} mi familia.,frequency;generated;spanish
152,1,tres,Tengo {{tres}} libros.,frequency;generated;rank-141-160
152,2,tres,Nos vemos a las {{tres}}.,frequency;generated;spanish
152,3,tres,El viaje dura {{tres}} horas.,frequency;generated;spanish
153,1,voy,Yo {{voy}} al mercado.,frequency;generated;rank-141-160
153,2,voy,Ya me {{voy}}.,frequency;generated;spanish
153,3,voy,Mañana {{voy}} a cocinar.,frequency;generated;spanish
154,1,caso,Este {{caso}} es sencillo.,frequency;generated;rank-141-160
154,2,caso,Hazle {{caso}} a tu madre.,frequency;generated;spanish
154,3,caso,"En ese {{caso}}, te espero.",frequency;generated;spanish
155,1,días,Trabajo cinco {{días}}.,frequency;generated;rank-141-160
155,2,días,Nos vemos dentro de dos {{días}}.,frequency;generated;spanish
155,3,días,Los {{días}} son más largos en verano.,frequency;generated;spanish
156,1,momento,Espera un {{momento}}.,frequency;generated;rank-141-160
156,2,momento,No es buen {{momento}} para llamar.,frequency;generated;spanish
156,3,momento,"En ese {{momento}}, sonó el teléfono.",frequency;generated;spanish
157,1,bueno,Este café está {{bueno}}.,frequency;generated;rank-141-160
157,2,bueno,Mi abuelo es muy {{bueno}} conmigo.,frequency;generated;spanish
157,3,bueno,El ejercicio es {{bueno}} para la salud.,frequency;generated;spanish
158,1,ciudad,Vivo en esta {{ciudad}}.,frequency;generated;rank-141-160
158,2,ciudad,El centro de la {{ciudad}} está cerca.,frequency;generated;spanish
158,3,ciudad,¿Cuál es tu {{ciudad}} favorita?,frequency;generated;spanish
159,1,mis,Estos son {{mis}} libros.,frequency;generated;rank-141-160
159,2,mis,Vivo con {{mis}} padres.,frequency;generated;spanish
159,3,mis,No encuentro {{mis}} zapatos.,frequency;generated;spanish
160,1,nuestro,Este es {{nuestro}} hotel.,frequency;generated;rank-141-160
160,2,nuestro,Cuidemos {{nuestro}} planeta.,frequency;generated;spanish
160,3,nuestro,El perro es {{nuestro}}.,frequency;generated;spanish
161,1,luego,Nos vemos {{luego}}.,frequency;generated;rank-161-180
161,2,luego,Primero estudio y {{luego}} descanso.,frequency;generated;spanish
161,3,luego,Te llamo {{luego}} de la clase.,frequency;generated;spanish
162,1,nacional,Este museo es {{nacional}}.,frequency;generated;rank-161-180
162,2,nacional,Mañana es un día de fiesta {{nacional}}.,frequency;generated;spanish
162,3,nacional,Visitamos un parque {{nacional}}.,frequency;generated;spanish
163,1,parece,Todo {{parece}} fácil.,frequency;generated;rank-161-180
163,2,parece,Me {{parece}} una buena idea.,frequency;generated;spanish
163,3,parece,Tu hijo se {{parece}} a ti.,frequency;generated;spanish
164,1,nuestra,Esta es {{nuestra}} casa.,frequency;generated;rank-161-180
164,2,nuestra,La decisión es {{nuestra}}.,frequency;generated;spanish
164,3,nuestra,Mañana llega {{nuestra}} abuela.,frequency;generated;spanish
165,1,poder,Quiero {{poder}} ayudarte.,frequency;generated;rank-161-180
165,2,poder,El alcalde tiene mucho {{poder}}.,frequency;generated;spanish
165,3,poder,Espero {{poder}} ir mañana.,frequency;generated;spanish
166,1,pueden,Ellos {{pueden}} venir hoy.,frequency;generated;rank-161-180
166,2,pueden,Aquí no se {{pueden}} tomar fotos.,frequency;generated;spanish
166,3,pueden,¿Me {{pueden}} ayudar con esto?,frequency;generated;spanish
167,1,pues,"Me voy, {{pues}} ya es tarde.",frequency;generated;rank-161-180
167,2,pues,¿No tienes hambre? {{pues}} guarda la comida.,frequency;generated;spanish
167,3,pues,"No salí, {{pues}} estaba enfermo.",frequency;generated;spanish
168,1,verdad,Es {{verdad}} lo que dices.,frequency;generated;rank-161-180
168,2,verdad,Dime la {{verdad}}.,frequency;generated;spanish
168,3,verdad,¿De {{verdad}} vas a venir?,frequency;generated;spanish
169,1,historia,Ella cuenta una {{historia}} corta.,frequency;generated;rank-161-180
169,2,historia,Me gusta estudiar {{historia}}.,frequency;generated;spanish
169,3,historia,¿Cómo termina la {{historia}}?,frequency;generated;spanish
170,1,mientras,Te llamo {{mientras}} camino.,frequency;generated;rank-161-180
170,2,mientras,Yo cocino {{mientras}} tú pones la mesa.,frequency;generated;spanish
170,3,mientras,No uses el teléfono {{mientras}} manejas.,frequency;generated;spanish
171,1,nadie,No hay {{nadie}} en casa.,frequency;generated;rank-161-180
171,2,nadie,No conozco a {{nadie}} aquí.,frequency;generated;spanish
171,3,nadie,{{Nadie}} sabe la respuesta.,frequency;generated;spanish
172,1,nueva,Ella tiene una mochila {{nueva}}.,frequency;generated;rank-161-180
172,2,nueva,Hay una tienda {{nueva}} en la esquina.,frequency;generated;spanish
172,3,nueva,Voy a empezar una vida {{nueva}}.,frequency;generated;spanish
173,1,otras,Tengo {{otras}} ideas.,frequency;generated;rank-161-180
173,2,otras,¿Tienes {{otras}} preguntas?,frequency;generated;spanish
173,3,otras,Estas sillas son cómodas; las {{otras}} no.,frequency;generated;spanish
174,1,primera,Esta es mi {{primera}} clase.,frequency;generated;rank-161-180
174,2,primera,Es la {{primera}} vez que viajo solo.,frequency;generated;spanish
174,3,primera,Baja en la {{primera}} parada.,frequency;generated;spanish
175,1,veces,Vengo aquí muchas {{veces}}.,frequency;generated;rank-161-180
175,2,veces,A {{veces}} desayuno tarde.,frequency;generated;spanish
175,3,veces,Lávate los dientes dos {{veces}} al día.,frequency;generated;spanish
176,1,muchos,Hay {{muchos}} libros aquí.,frequency;generated;rank-161-180
176,2,muchos,No tengo {{muchos}} amigos aquí.,frequency;generated;spanish
176,3,muchos,Vivió allí durante {{muchos}} años.,frequency;generated;spanish
177,1,cual,La casa en la {{cual}} vivo es pequeña.,frequency;generated;rank-161-180
177,2,cual,Déjalo tal {{cual}} está.,frequency;generated;spanish
177,3,cual,Esa es la razón por la {{cual}} vine.,frequency;generated;spanish
178,1,debe,Ella {{debe}} estudiar hoy.,frequency;generated;rank-161-180
178,2,debe,El paquete {{debe}} llegar mañana.,frequency;generated;spanish
178,3,debe,Mi hermano me {{debe}} diez pesos.,frequency;generated;spanish
179,1,dijo,Ella {{dijo}} la verdad.,frequency;generated;rank-161-180
179,2,dijo,¿Qué te {{dijo}} el médico?,frequency;generated;spanish
179,3,dijo,Juan {{dijo}} que vendría mañana.,frequency;generated;spanish
180,1,entonces,Comimos y {{entonces}} salimos.,frequency;generated;rank-161-180
180,2,entonces,¿Qué hacemos {{entonces}}?,frequency;generated;spanish
180,3,entonces,"Desde {{entonces}}, somos amigos.",frequency;generated;spanish
181,1,ir,Quiero {{ir}} a casa.,frequency;generated;rank-181-200
181,2,ir,Tengo que {{ir}} al médico.,frequency;generated;spanish
181,3,ir,¿Podemos {{ir}} caminando?,frequency;generated;spanish
182,1,tipo,Este {{tipo}} de pan es bueno.,frequency;generated;rank-181-200
182,2,tipo,¿Qué {{tipo}} de música te gusta?,frequency;generated;spanish
182,3,tipo,Ese {{tipo}} parece amable.,frequency;generated;spanish
183,1,algunos,Tengo {{algunos}} libros en casa.,frequency;generated;rank-181-200
183,2,algunos,{{Algunos}} días voy en bicicleta.,frequency;generated;spanish
183,3,algunos,Conozco a {{algunos}} de tus amigos.,frequency;generated;spanish
184,1,general,Es una regla {{general}}.,frequency;generated;rank-181-200
184,2,general,"En {{general}}, duermo bien.",frequency;generated;spanish
184,3,general,El médico me hizo una revisión {{general}}.,frequency;generated;spanish
185,1,mayor,Mi hermana es {{mayor}} que yo.,frequency;generated;rank-181-200
185,2,mayor,Ese es mi {{mayor}} miedo.,frequency;generated;spanish
185,3,mayor,El precio es {{mayor}} de lo esperado.,frequency;generated;spanish
186,1,tal,Nunca vi {{tal}} cosa.,frequency;generated;rank-181-200
186,2,tal,¿Qué {{tal}} estuvo el viaje?,frequency;generated;spanish
186,3,tal,"Quizás venga, {{tal}} vez mañana.",frequency;generated;spanish
187,1,además,Ella canta y {{además}} baila.,frequency;generated;rank-181-200
187,2,además,"Trajo pan y, {{además}}, fruta.",frequency;generated;spanish
187,3,además,Estudio francés {{además}} de inglés.,frequency;generated;spanish
188,1,mal,Hoy me siento {{mal}}.,frequency;generated;rank-181-200
188,2,mal,Escribiste {{mal}} mi nombre.,frequency;generated;spanish
188,3,mal,El pescado huele {{mal}}.,frequency;generated;spanish
189,1,muchas,Ella tiene {{muchas}} amigas.,frequency;generated;rank-181-200
189,2,muchas,Tengo {{muchas}} ganas de verte.,frequency;generated;spanish
189,3,muchas,Hay {{muchas}} formas de aprender.,frequency;generated;spanish
190,1,primer,Es mi {{primer}} día aquí.,frequency;generated;rank-181-200
190,2,primer,Toma el {{primer}} autobús.,frequency;generated;spanish
190,3,primer,Ganó su {{primer}} premio.,frequency;generated;spanish
191,1,según,Trabajo {{según}} el plan.,frequency;generated;rank-181-200
191,2,según,"{{Según}} el médico, estoy sano.",frequency;generated;spanish
191,3,según,El precio cambia {{según}} el tamaño.,frequency;generated;spanish
192,1,acuerdo,Estamos de {{acuerdo}} contigo.,frequency;generated;rank-181-200
192,2,acuerdo,Llegamos a un {{acuerdo}}.,frequency;generated;spanish
192,3,acuerdo,¿Estás de {{acuerdo}} con el precio?,frequency;generated;spanish
193,1,cualquier,Puedes elegir {{cualquier}} libro.,frequency;generated;rank-181-200
193,2,cualquier,Puedes venir {{cualquier}} día.,frequency;generated;spanish
193,3,cualquier,No abras la puerta a {{cualquier}} persona.,frequency;generated;spanish
194,1,dios,Mi abuela habla de {{Dios}}.,frequency;generated;rank-181-200
194,2,dios,Ella cree en {{Dios}}.,frequency;generated;spanish
194,3,dios,Zeus era un {{dios}} griego.,frequency;generated;spanish
195,1,fueron,Ellos {{fueron}} al parque.,frequency;generated;rank-181-200
195,2,fueron,Mis abuelos {{fueron}} maestros.,frequency;generated;spanish
195,3,fueron,Las vacaciones {{fueron}} muy cortas.,frequency;generated;spanish
196,1,manera,Esa es una buena {{manera}} de aprender.,frequency;generated;spanish
196,2,manera,Lo hizo de otra {{manera}}.,frequency;generated;spanish
196,3,manera,No me gusta su {{manera}} de hablar.,frequency;generated;spanish
197,1,nombre,Mi {{nombre}} es Ana.,frequency;generated;spanish
197,2,nombre,Escribe tu {{nombre}} aquí.,frequency;generated;spanish
197,3,nombre,No recuerdo su {{nombre}}.,frequency;generated;spanish
198,1,unos,Compré {{unos}} zapatos nuevos.,frequency;generated;spanish
198,2,unos,Esperamos {{unos}} minutos.,frequency;generated;spanish
198,3,unos,Hay {{unos}} libros en la mesa.,frequency;generated;spanish
199,1,ley,Todos deben respetar la {{ley}}.,frequency;generated;spanish
199,2,ley,Esa {{ley}} cambió este año.,frequency;generated;spanish
199,3,ley,La nueva {{ley}} protege a los niños.,frequency;generated;spanish
200,1,medio,Vivo en {{medio}} de la ciudad.,frequency;generated;spanish
200,2,medio,Cortó la manzana por el {{medio}}.,frequency;generated;spanish
200,3,medio,Es un buen {{medio}} de transporte.,frequency;generated;spanish
201,1,partido,Vimos el {{partido}} en casa.,frequency;generated;spanish
201,2,partido,El {{partido}} empieza a las ocho.,frequency;generated;spanish
201,3,partido,Su {{partido}} ganó las elecciones.,frequency;generated;spanish
202,1,bajo,El gato duerme {{bajo}} la mesa.,frequency;generated;spanish
202,2,bajo,Habla muy {{bajo}} en clase.,frequency;generated;spanish
202,3,bajo,Este precio es muy {{bajo}}.,frequency;generated;spanish
203,1,fuera,Los niños juegan {{fuera}}.,frequency;generated;spanish
203,2,fuera,Estoy {{fuera}} de casa.,frequency;generated;spanish
203,3,fuera,Deja los zapatos {{fuera}}.,frequency;generated;spanish
204,1,hacia,Caminamos {{hacia}} la estación.,frequency;generated;spanish
204,2,hacia,Mira {{hacia}} la ventana.,frequency;generated;spanish
204,3,hacia,El viento sopla {{hacia}} el norte.,frequency;generated;spanish
205,1,sino,No quiero té {{sino}} café.,frequency;generated;spanish
205,2,sino,No vino Juan {{sino}} Pedro.,frequency;generated;spanish
205,3,sino,No es grande {{sino}} pequeño.,frequency;generated;spanish
206,1,da,Mi ventana {{da}} al parque.,frequency;generated;spanish
206,2,da,Ella me {{da}} un abrazo.,frequency;generated;spanish
206,3,da,Esta planta {{da}} muchas flores.,frequency;generated;spanish
207,1,grupo,Trabajo con un buen {{grupo}}.,frequency;generated;spanish
207,2,grupo,El {{grupo}} canta esta noche.,frequency;generated;spanish
207,3,grupo,Hay cinco personas en el {{grupo}}.,frequency;generated;spanish
208,1,haber,Debe {{haber}} otra salida.,frequency;generated;spanish
208,2,haber,Puede {{haber}} lluvia mañana.,frequency;generated;spanish
208,3,haber,Tiene que {{haber}} una solución.,frequency;generated;spanish
209,1,hombre,Ese {{hombre}} es mi vecino.,frequency;generated;spanish
209,2,hombre,Un {{hombre}} abrió la puerta.,frequency;generated;spanish
209,3,hombre,El {{hombre}} lleva un sombrero.,frequency;generated;spanish
210,1,puedo,Hoy no {{puedo}} salir.,frequency;generated;spanish
210,2,puedo,Yo {{puedo}} ayudarte mañana.,frequency;generated;spanish
210,3,puedo,No {{puedo}} encontrar mis llaves.,frequency;generated;spanish
211,1,buena,Ella es una {{buena}} amiga.,frequency;generated;spanish
211,2,buena,Esta sopa está muy {{buena}}.,frequency;generated;spanish
211,3,buena,Tuvimos una {{buena}} idea.,frequency;generated;spanish
212,1,mujer,Esa {{mujer}} trabaja aquí.,frequency;generated;spanish
212,2,mujer,La {{mujer}} espera el autobús.,frequency;generated;spanish
212,3,mujer,Una {{mujer}} encontró mi bolso.,frequency;generated;spanish
213,1,persona,Es una {{persona}} muy amable.,frequency;generated;spanish
213,2,persona,Solo falta una {{persona}}.,frequency;generated;spanish
213,3,persona,Cada {{persona}} tiene una entrada.,frequency;generated;spanish
214,1,será,Mañana {{será}} otro día.,frequency;generated;spanish
214,2,será,La reunión {{será}} en mi casa.,frequency;generated;spanish
214,3,será,Creo que {{será}} fácil.,frequency;generated;spanish
215,1,sistema,El {{sistema}} funciona bien.,frequency;generated;spanish
215,2,sistema,Usamos un nuevo {{sistema}}.,frequency;generated;spanish
215,3,sistema,No entiendo este {{sistema}}.,frequency;generated;spanish
216,1,casi,Ya son {{casi}} las nueve.,frequency;generated;spanish
216,2,casi,Estoy {{casi}} listo.,frequency;generated;spanish
216,3,casi,Ella {{casi}} perdió el tren.,frequency;generated;spanish
217,1,fin,La película llegó a su {{fin}}.,frequency;generated;spanish
217,2,fin,Por {{fin}} estamos en casa.,frequency;generated;spanish
217,3,fin,Trabajo este {{fin}} de semana.,frequency;generated;spanish
218,1,hizo,Ella {{hizo}} la cena.,frequency;generated;spanish
218,2,hizo,Mi hermano {{hizo}} ese dibujo.,frequency;generated;spanish
218,3,hizo,Ayer {{hizo}} mucho frío.,frequency;generated;spanish
219,1,noche,Trabajo por la {{noche}}.,frequency;generated;spanish
219,2,noche,Anoche fue una larga {{noche}}.,frequency;generated;spanish
219,3,noche,Nos vemos esta {{noche}}.,frequency;generated;spanish
220,1,nosotros,Ella viene con {{nosotros}}.,frequency;generated;spanish
220,2,nosotros,Para {{nosotros}} es importante.,frequency;generated;spanish
220,3,nosotros,Hoy cocinamos {{nosotros}}.,frequency;generated;spanish
221,1,pasado,El año {{pasado}} viví en México.,frequency;generated;spanish
221,2,pasado,Ya he {{pasado}} por aquí.,frequency;generated;spanish
221,3,pasado,Olvida lo que ha {{pasado}}.,frequency;generated;spanish
222,1,presidente,El {{presidente}} habló ayer.,frequency;generated;spanish
222,2,presidente,Ella conoció al {{presidente}}.,frequency;generated;spanish
222,3,presidente,Eligieron un nuevo {{presidente}}.,frequency;generated;spanish
223,1,quiere,Mi hijo {{quiere}} un perro.,frequency;generated;spanish
223,2,quiere,Ella no {{quiere}} esperar.,frequency;generated;spanish
223,3,quiere,¿Quién {{quiere}} más café?,frequency;generated;spanish
224,1,tenemos,Hoy {{tenemos}} mucho trabajo.,frequency;generated;spanish
224,2,tenemos,No {{tenemos}} suficiente pan.,frequency;generated;spanish
224,3,tenemos,En casa {{tenemos}} dos gatos.,frequency;generated;spanish
225,1,tus,¿Dónde están {{tus}} zapatos?,frequency;generated;spanish
225,2,tus,Me gustan {{tus}} ideas.,frequency;generated;spanish
225,3,tus,Trae {{tus}} libros mañana.,frequency;generated;spanish
226,1,eres,¿De dónde {{eres}}?,frequency;generated;spanish
226,2,eres,Tú {{eres}} mi mejor amigo.,frequency;generated;spanish
226,3,eres,Hoy {{eres}} el primero en llegar.,frequency;generated;spanish
227,1,ahí,Deja la bolsa {{ahí}}.,frequency;generated;spanish
227,2,ahí,Por {{ahí}} viene el autobús.,frequency;generated;spanish
227,3,ahí,¿Hay alguien {{ahí}}?,frequency;generated;spanish
228,1,cosa,Quiero decirte una {{cosa}}.,frequency;generated;spanish
228,2,cosa,Cada {{cosa}} tiene su lugar.,frequency;generated;spanish
228,3,cosa,¿Qué es esa {{cosa}}?,frequency;generated;spanish
229,1,dentro,Las llaves están {{dentro}} de la bolsa.,frequency;generated;spanish
229,2,dentro,Volvemos {{dentro}} de una hora.,frequency;generated;spanish
229,3,dentro,Hace frío; pasa {{dentro}}.,frequency;generated;spanish
230,1,estamos,Ya {{estamos}} listos.,frequency;generated;spanish
230,2,estamos,Hoy {{estamos}} de vacaciones.,frequency;generated;spanish
230,3,estamos,Te {{estamos}} esperando.,frequency;generated;spanish
231,1,familia,Mi {{familia}} vive lejos.,frequency;generated;spanish
231,2,familia,Mañana cenamos en {{familia}}.,frequency;generated;spanish
231,3,familia,¿Cómo está tu {{familia}}?,frequency;generated;spanish
232,1,lado,Siéntate a mi {{lado}}.,frequency;generated;spanish
232,2,lado,Cruza al otro {{lado}}.,frequency;generated;spanish
232,3,lado,Duerme de {{lado}}.,frequency;generated;spanish
233,1,aún,No ha llegado {{aún}}.,frequency;generated;spanish
233,2,aún,El agua está {{aún}} más fría.,frequency;generated;spanish
233,3,aún,¿{{Aún}} vives aquí?,frequency;generated;spanish
234,1,buen,Que tengas un {{buen}} viaje.,frequency;generated;spanish
234,2,buen,Es un {{buen}} amigo.,frequency;generated;spanish
234,3,buen,Hoy hace {{buen}} tiempo.,frequency;generated;spanish
235,1,podemos,¿{{Podemos}} abrir la ventana?,frequency;generated;spanish
235,2,podemos,No {{podemos}} entrar sin boleto.,frequency;generated;spanish
235,3,podemos,Mañana {{podemos}} comer juntos.,frequency;generated;spanish
236,1,misma,Siempre cuentas la {{misma}} historia.,frequency;generated;spanish
236,2,misma,Lo hice yo {{misma}}.,frequency;generated;spanish
236,3,misma,Tenemos la {{misma}} edad.,frequency;generated;spanish
237,1,pueblo,Mi abuela vive en un {{pueblo}}.,frequency;generated;spanish
237,2,pueblo,El {{pueblo}} eligió a su alcalde.,frequency;generated;spanish
237,3,pueblo,Todo el {{pueblo}} vino a la fiesta.,frequency;generated;spanish
238,1,tenía,De niño {{tenía}} un perro.,frequency;generated;spanish
238,2,tenía,No fui porque {{tenía}} fiebre.,frequency;generated;spanish
238,3,tenía,El libro {{tenía}} cien páginas.,frequency;generated;spanish
239,1,esos,¿Cuánto cuestan {{esos}} zapatos?,frequency;generated;spanish
239,2,esos,No conozco a {{esos}} señores.,frequency;generated;spanish
239,3,esos,En {{esos}} días no había internet.,frequency;generated;spanish
240,1,final,"Al {{final}}, decidimos quedarnos.",frequency;generated;spanish
240,2,final,¿Te gustó el {{final}} del libro?,frequency;generated;spanish
240,3,final,Mañana es la {{final}} del torneo.,frequency;generated;spanish
241,1,mujeres,Esas {{mujeres}} son mis vecinas.,frequency;generated;spanish
241,2,mujeres,Hay más {{mujeres}} que hombres.,frequency;generated;spanish
241,3,mujeres,El equipo está formado por {{mujeres}}.,frequency;generated;spanish
242,1,política,No hablamos de {{política}} en la cena.,frequency;generated;spanish
242,2,política,La empresa cambió su {{política}} de precios.,frequency;generated;spanish
242,3,política,Mi hermana estudia ciencia {{política}}.,frequency;generated;spanish
243,1,problema,No hay ningún {{problema}}.,frequency;generated;spanish
243,2,problema,Tenemos un {{problema}} con el agua.,frequency;generated;spanish
243,3,problema,¿Pudiste resolver el {{problema}}?,frequency;generated;spanish
244,1,punto,Nos vemos en el {{punto}} de encuentro.,frequency;generated;spanish
244,2,punto,El tren sale a las ocho en {{punto}}.,frequency;generated;spanish
244,3,punto,Estoy a {{punto}} de salir.,frequency;generated;spanish
245,1,agua,¿Quieres un vaso de {{agua}}?,frequency;generated;spanish
245,2,agua,No hay {{agua}} caliente.,frequency;generated;spanish
245,3,agua,El perro necesita {{agua}} fresca.,frequency;generated;spanish
246,1,alguna,¿Tienes {{alguna}} pregunta?,frequency;generated;spanish
246,2,alguna,¿Has visto nieve {{alguna}} vez?,frequency;generated;spanish
246,3,alguna,Debe haber {{alguna}} solución.,frequency;generated;spanish
247,1,equipo,Nuestro {{equipo}} ganó ayer.,frequency;generated;spanish
247,2,equipo,Necesito {{equipo}} para acampar.,frequency;generated;spanish
247,3,equipo,Me gusta trabajar en {{equipo}}.,frequency;generated;spanish
248,1,guerra,La {{guerra}} terminó hace años.,frequency;generated;spanish
248,2,guerra,La gente huyó de la {{guerra}}.,frequency;generated;spanish
248,3,guerra,"Queremos paz, no {{guerra}}.",frequency;generated;spanish
249,1,saber,Quiero {{saber}} tu nombre.,frequency;generated;spanish
249,2,saber,Es bueno {{saber}} cocinar.,frequency;generated;spanish
249,3,saber,Gracias por hacerlo {{saber}}.,frequency;generated;spanish
250,1,sé,No {{sé}} nadar.,frequency;generated;spanish
250,2,sé,Ya {{sé}} la respuesta.,frequency;generated;spanish
250,3,sé,Solo {{sé}} que tengo hambre.,frequency;generated;spanish
251,1,vamos,¿A dónde {{vamos}}?,frequency;generated;spanish
251,2,vamos,Hoy {{vamos}} a bailar.,frequency;generated;spanish
251,3,vamos,Nos {{vamos}} en cinco minutos.,frequency;generated;spanish
252,1,van,Mis hijos {{van}} a la escuela.,frequency;generated;spanish
252,2,van,¿Cómo {{van}} tus clases?,frequency;generated;spanish
252,3,van,Los vasos {{van}} en ese estante.,frequency;generated;spanish
253,1,ante,Habló {{ante}} un grupo pequeño.,frequency;generated;spanish
253,2,ante,No sé qué hacer {{ante}} este problema.,frequency;generated;spanish
253,3,ante,Se detuvo {{ante}} la puerta.,frequency;generated;spanish
254,1,dar,¿Me puedes {{dar}} agua?,frequency;generated;spanish
254,2,dar,Vamos a {{dar}} un paseo.,frequency;generated;spanish
254,3,dar,No quiero {{dar}} problemas.,frequency;generated;spanish
255,1,embargo,"Llueve; sin {{embargo}}, saldremos.",frequency;generated;spanish
255,2,embargo,"Lo intentó; sin {{embargo}}, no pudo.",frequency;generated;spanish
255,3,embargo,"Es caro; sin {{embargo}}, vale la pena.",frequency;generated;spanish
256,1,favor,"Cierra la puerta, por {{favor}}.",frequency;generated;spanish
256,2,favor,¿Me haces un {{favor}}?,frequency;generated;spanish
256,3,favor,Estoy a {{favor}} del cambio.,frequency;generated;spanish
257,1,gusta,Me {{gusta}} tu camisa.,frequency;generated;spanish
257,2,gusta,¿Te {{gusta}} bailar?,frequency;generated;spanish
257,3,gusta,A mi perro le {{gusta}} el agua.,frequency;generated;spanish
258,1,importante,Tengo algo {{importante}} que decirte.,frequency;generated;spanish
258,2,importante,Es {{importante}} dormir bien.,frequency;generated;spanish
258,3,importante,Hoy es un día {{importante}}.,frequency;generated;spanish
259,1,información,Necesito más {{información}}.,frequency;generated;spanish
259,2,información,¿Dónde está el puesto de {{información}}?,frequency;generated;spanish
259,3,información,No compartas tu {{información}} privada.,frequency;generated;spanish
260,1,mañana,Nos vemos {{mañana}}.,frequency;generated;spanish
260,2,mañana,Trabajo por la {{mañana}}.,frequency;generated;spanish
