rank,variant,word,sentence,tags
136,2,jahren,Vor zehn {{Jahren}} war das ein Kino.,frequency;generated;german
136,3,jahren,In zwei {{Jahren}} bin ich fertig.,frequency;generated;german
137,1,seiner,Er hilft {{seiner}} Mutter.,frequency;generated;german
137,2,seiner,Das Fahrrad gehört {{seiner}} Schwester.,frequency;generated;german
137,3,seiner,Ich wohne in {{seiner}} Straße.,frequency;generated;german
138,1,viele,Wie {{viele}} Äpfel brauchst du?,frequency;generated;german
138,2,viele,Ich habe {{viele}} Freunde hier.,frequency;generated;german
138,3,viele,{{Viele}} kommen mit dem Bus.,frequency;generated;german
139,1,zwischen,Setz dich {{zwischen}} uns.,frequency;generated;german
139,2,zwischen,Der Laden liegt {{zwischen}} Bank und Schule.,frequency;generated;german
139,3,zwischen,Ich komme {{zwischen}} acht und neun.,frequency;generated;german
140,1,jahre,Zwei {{Jahre}} sind schnell vergangen.,frequency;generated;german
140,2,jahre,Meine Tochter ist fünf {{Jahre}} alt.,frequency;generated;german
140,3,jahre,Die letzten zwei {{Jahre}} waren schön.,frequency;generated;german
141,1,wäre,Das {{wäre}} toll.,frequency;generated;german
141,2,wäre,Ohne dich {{wäre}} ich allein.,frequency;generated;german
141,3,wäre,"Wenn ich reich {{wäre}}, würde ich reisen.",frequency;generated;german
142,1,diesem,Mit {{diesem}} Bus kommst du zum Bahnhof.,frequency;generated;german
142,2,diesem,In {{diesem}} Jahr regnet es viel.,frequency;generated;german
142,3,diesem,Ich helfe {{diesem}} Mann.,frequency;generated;german
143,1,dieses,Ich lese {{dieses}} Buch.,frequency;generated;german
143,2,dieses,{{Dieses}} Mal komme ich mit.,frequency;generated;german
143,3,dieses,Die Farbe {{dieses}} Autos gefällt mir.,frequency;generated;german
144,1,wurden,Die Kinder {{wurden}} müde.,frequency;generated;german
144,2,wurden,Alle Fenster {{wurden}} geputzt.,frequency;generated;german
144,3,wurden,Wann {{wurden}} die Häuser gebaut?,frequency;generated;german
145,1,dabei,Bist du morgen {{dabei}}?,frequency;generated;german
145,2,dabei,Ich habe kein Geld {{dabei}}.,frequency;generated;german
145,3,dabei,"Pass auf, dass du dich {{dabei}} nicht verletzt.",frequency;generated;german
146,1,dort,Meine Eltern wohnen {{dort}}.,frequency;generated;german
146,2,dort,Stell die Tasche {{dort}} hin.,frequency;generated;german
146,3,dort,Von {{dort}} sieht man die Berge.,frequency;generated;german
147,1,müssen,Wir {{müssen}} jetzt gehen.,frequency;generated;german
147,2,müssen,Kinder {{müssen}} genug schlafen.,frequency;generated;german
147,3,müssen,Warum {{müssen}} wir warten?,frequency;generated;german
148,1,gerade,Ich koche {{gerade}}.,frequency;generated;german
148,2,gerade,Die Linie ist nicht {{gerade}}.,frequency;generated;german
148,3,gerade,Er ist {{gerade}} angekommen.,frequency;generated;german
149,1,neue,Ich habe eine {{neue}} Jacke.,frequency;generated;german
149,2,neue,Hier entstehen {{neue}} Häuser.,frequency;generated;german
149,3,neue,Die {{neue}} Lehrerin ist nett.,frequency;generated;german
150,1,sondern,"Das ist kein Tee, {{sondern}} Kaffee.",frequency;generated;german
150,2,sondern,"Ich fahre nicht, {{sondern}} gehe zu Fuß.",frequency;generated;german
150,3,sondern,"Nicht ich, {{sondern}} Anna hat gewonnen.",frequency;generated;german
151,1,erst,Es ist {{erst}} sieben.,frequency;generated;german
151,2,erst,Ich esse {{erst}} später.,frequency;generated;german
151,3,erst,Lies {{erst}} die Frage.,frequency;generated;german
152,1,ersten,Ich nehme den {{ersten}} Zug.,frequency;generated;german
152,2,ersten,Am {{ersten}} Tag war ich nervös.,frequency;generated;german
152,3,ersten,Das ist zum {{ersten}} Mal passiert.,frequency;generated;german
153,1,ihrer,Sie fährt mit {{ihrer}} Schwester.,frequency;generated;german
153,2,ihrer,Das Auto gehört {{ihrer}} Mutter.,frequency;generated;german
153,3,ihrer,Er wohnt in {{ihrer}} Nähe.,frequency;generated;german
154,1,lassen,Kannst du die Tür offen {{lassen}}?,frequency;generated;german
154,2,lassen,Wir {{lassen}} das Auto zu Hause.,frequency;generated;german
154,3,lassen,Ich möchte meine Haare schneiden {{lassen}}.,frequency;generated;german
155,1,sollte,Ich {{sollte}} mehr schlafen.,frequency;generated;german
155,2,sollte,Man {{sollte}} nicht mit vollem Mund sprechen.,frequency;generated;german
155,3,sollte,Der Zug {{sollte}} bald kommen.,frequency;generated;german
156,1,andere,Ich möchte eine {{andere}} Farbe.,frequency;generated;german
156,2,andere,Das {{andere}} Zimmer ist größer.,frequency;generated;german
156,3,andere,"Manche lesen, {{andere}} hören Musik.",frequency;generated;german
157,1,hast,{{Hast}} du Hunger?,frequency;generated;german
157,2,hast,Wo {{hast}} du das gekauft?,frequency;generated;german
157,3,hast,Heute {{hast}} du frei.,frequency;generated;german
158,1,warum,{{Warum}} lachst du?,frequency;generated;german
158,2,warum,"Ich verstehe nicht, {{warum}} er geht.",frequency;generated;german
158,3,warum,"Sag mir, {{warum}} du traurig bist.",frequency;generated;german
159,1,weiß,Ich {{weiß}} die Antwort.,frequency;generated;german
159,2,weiß,Die Wand ist {{weiß}}.,frequency;generated;german
159,3,weiß,"Niemand {{weiß}}, wo er wohnt.",frequency;generated;german
160,1,weiter,Gehen wir {{weiter}}.,frequency;generated;german
160,2,weiter,Das hilft mir nicht {{weiter}}.,frequency;generated;german
160,3,weiter,Ich wohne etwas {{weiter}} weg.,frequency;generated;german
161,1,wirklich,Ist das {{wirklich}} wahr?,frequency;generated;german
161,2,wirklich,Das schmeckt {{wirklich}} gut.,frequency;generated;german
161,3,wirklich,Ich weiß es {{wirklich}} nicht.,frequency;generated;german
162,1,ihnen,Ich helfe {{ihnen}} beim Umzug.,frequency;generated;german
162,2,ihnen,Die Kinder schlafen; sei leise bei {{ihnen}}.,frequency;generated;german
162,3,ihnen,Das Auto gehört {{ihnen}}.,frequency;generated;german
163,1,ihren,Sie sucht {{ihren}} Schlüssel.,frequency;generated;german
163,2,ihren,Er spielt mit {{ihren}} Kindern.,frequency;generated;german
163,3,ihren,Anna besucht {{ihren}} Vater.,frequency;generated;german
164,1,mann,Dieser {{Mann}} ist mein Nachbar.,frequency;generated;german
164,2,mann,Mein {{Mann}} kocht gern.,frequency;generated;german
164,3,mann,Frag den {{Mann}} an der Kasse.,frequency;generated;german
165,1,wohl,Er kommt {{wohl}} später.,frequency;generated;german
165,2,wohl,Fühlst du dich {{wohl}}?,frequency;generated;german
165,3,wohl,Das wird {{wohl}} stimmen.,frequency;generated;german
166,1,drei,Ich habe {{drei}} Fragen.,frequency;generated;german
166,2,drei,Wir treffen uns um {{drei}}.,frequency;generated;german
166,3,drei,Das Kind wird {{drei}}.,frequency;generated;german
167,1,seinen,Er sucht {{seinen}} Hund.,frequency;generated;german
167,2,seinen,Sie spielt mit {{seinen}} Kindern.,frequency;generated;german
167,3,seinen,Ich kenne {{seinen}} Namen.,frequency;generated;german
168,1,vielleicht,{{Vielleicht}} regnet es morgen.,frequency;generated;german
168,2,vielleicht,Kannst du mir {{vielleicht}} helfen?,frequency;generated;german
168,3,vielleicht,Ich komme {{vielleicht}} etwas später.,frequency;generated;german
169,1,dazu,Möchtest du Brot {{dazu}}?,frequency;generated;german
169,2,dazu,Was sagst du {{dazu}}?,frequency;generated;german
169,3,dazu,Ich habe keine Zeit {{dazu}}.,frequency;generated;german
170,1,diesen,Ich nehme {{diesen}} Pullover.,frequency;generated;german
170,2,diesen,Mit {{diesen}} Schuhen kann ich gut laufen.,frequency;generated;german
170,3,diesen,In {{diesen}} Tagen ist viel los.,frequency;generated;german
171,1,euch,Wie geht es {{euch}}?,frequency;generated;german
171,2,euch,Ich freue mich auf {{euch}}.,frequency;generated;german
171,3,euch,Setzt {{euch}} bitte.,frequency;generated;german
172,1,kommen,Wann kannst du {{kommen}}?,frequency;generated;german
172,2,kommen,Meine Eltern {{kommen}} morgen.,frequency;generated;german
172,3,kommen,Woher {{kommen}} diese Geräusche?,frequency;generated;german
173,1,wollen,Wir {{wollen}} ans Meer fahren.,frequency;generated;german
173,2,wollen,Was {{wollen}} die Kinder?,frequency;generated;german
173,3,wollen,Sie {{wollen}} nicht warten.,frequency;generated;german
174,1,bitte,"Ein Wasser, {{bitte}}.",frequency;generated;german
174,2,bitte,Komm {{bitte}} herein.,frequency;generated;german
174,3,bitte,Ich {{bitte}} dich um Hilfe.,frequency;generated;german
175,1,hätte,Ich {{hätte}} gern einen Tee.,frequency;generated;german
175,2,hätte,Ohne dich {{hätte}} ich das vergessen.,frequency;generated;german
175,3,hätte,"Wenn ich Zeit {{hätte}}, käme ich mit.",frequency;generated;german
176,1,sei,{{Sei}} bitte leise.,frequency;generated;german
176,2,sei,"Er sagt, er {{sei}} krank.",frequency;generated;german
176,3,sei,{{Sei}} vorsichtig auf der Treppe.,frequency;generated;german
177,1,könnte,Das {{könnte}} stimmen.,frequency;generated;german
177,2,könnte,Ich {{könnte}} dir morgen helfen.,frequency;generated;german
177,3,könnte,Es {{könnte}} heute schneien.,frequency;generated;german
178,1,sehen,Ich kann dich nicht {{sehen}}.,frequency;generated;german
178,2,sehen,Wir {{sehen}} uns morgen.,frequency;generated;german
178,3,sehen,Möchtest du die Fotos {{sehen}}?,frequency;generated;german
179,1,sowie,Bring Brot {{sowie}} etwas Käse mit.,frequency;generated;german
179,2,sowie,Der Preis enthält Essen {{sowie}} Getränke.,frequency;generated;german
179,3,sowie,Eltern {{sowie}} Kinder sind eingeladen.,frequency;generated;german
180,1,tag,Ich wünsche dir einen schönen {{Tag}}.,frequency;generated;german
180,2,tag,Ich arbeite jeden {{Tag}}.,frequency;generated;german
180,3,tag,Wir bleiben nur einen {{Tag}}.,frequency;generated;german
181,1,dafür,Danke {{dafür}}.,frequency;generated;german
181,2,dafür,"Ich bin {{dafür}}, dass wir bleiben.",frequency;generated;german
181,3,dafür,Hast du genug Geld {{dafür}}?,frequency;generated;german
182,1,ins,Wir gehen {{ins}} Kino.,frequency;generated;german
182,2,ins,Leg das Buch {{ins}} Regal.,frequency;generated;german
182,3,ins,Ich gehe jetzt {{ins}} Bett.,frequency;generated;german
183,1,sagen,Was möchtest du {{sagen}}?,frequency;generated;german
183,2,sagen,Kannst du mir den Weg {{sagen}}?,frequency;generated;german
183,3,sagen,"Alle {{sagen}}, dass es gut ist.",frequency;generated;german
184,1,steht,Das Glas {{steht}} auf dem Tisch.,frequency;generated;german
184,2,steht,Was {{steht}} auf dem Schild?,frequency;generated;german
184,3,steht,Die Tür {{steht}} offen.,frequency;generated;german
185,1,während,Ich lese {{während}} der Fahrt.,frequency;generated;german
185,2,während,"Warte hier, {{während}} ich bezahle.",frequency;generated;german
185,3,während,Bitte sei {{während}} des Films leise.,frequency;generated;german
186,1,bereits,Ich habe {{bereits}} bezahlt.,frequency;generated;german
186,2,bereits,Es ist {{bereits}} dunkel.,frequency;generated;german
186,3,bereits,Wir kennen uns {{bereits}}.,frequency;generated;german
187,1,deutschen,Ich lese einen {{deutschen}} Text.,frequency;generated;german
187,2,deutschen,Wir sprechen mit den {{deutschen}} Gästen.,frequency;generated;german
187,3,deutschen,Die {{deutschen}} Wörter sind manchmal lang.,frequency;generated;german
188,1,ende,Am {{Ende}} hat sie gewonnen.,frequency;generated;german
188,2,ende,Das {{Ende}} des Films war traurig.,frequency;generated;german
188,3,ende,Bis {{Ende}} Mai bleibe ich hier.,frequency;generated;german
189,1,nie,Ich war noch {{nie}} dort.,frequency;generated;german
189,2,nie,Sie kommt {{nie}} zu spät.,frequency;generated;german
189,3,nie,Das vergesse ich {{nie}}.,frequency;generated;german
190,1,uhr,Es ist acht {{Uhr}}.,frequency;generated;german
190,2,uhr,Meine {{Uhr}} geht falsch.,frequency;generated;german
190,3,uhr,Die {{Uhr}} hängt an der Wand.,frequency;generated;german
191,1,weg,Der {{Weg}} ist lang.,frequency;generated;german
191,2,weg,Meine Tasche ist {{weg}}.,frequency;generated;german
191,3,weg,Geh bitte nicht {{weg}}.,frequency;generated;german
192,1,wegen,Wir bleiben {{wegen}} des Regens hier.,frequency;generated;german
192,2,wegen,Ich rufe {{wegen}} der Wohnung an.,frequency;generated;german
192,3,wegen,{{Wegen}} dir habe ich gelacht.,frequency;generated;german
193,1,besser,Heute geht es mir {{besser}}.,frequency;generated;german
193,2,besser,Das kann ich {{besser}}.,frequency;generated;german
193,3,besser,Dieser Weg ist {{besser}} für Fahrräder.,frequency;generated;german
194,1,einmal,Ich war {{einmal}} in Wien.,frequency;generated;german
194,2,einmal,Sag das bitte noch {{einmal}}.,frequency;generated;german
194,3,einmal,Wir treffen uns {{einmal}} pro Woche.,frequency;generated;german
195,1,frau,Diese {{Frau}} ist Ärztin.,frequency;generated;german
195,2,frau,Meine {{Frau}} kommt gleich.,frequency;generated;german
195,3,frau,"Guten Morgen, {{Frau}} Müller.",frequency;generated;german
196,1,stadt,Ich wohne in einer kleinen {{Stadt}}.,frequency;generated;german
196,2,stadt,Wir fahren in die {{Stadt}}.,frequency;generated;german
196,3,stadt,Die {{Stadt}} baut eine Schule.,frequency;generated;german
197,1,welt,Die {{Welt}} ist groß.,frequency;generated;german
197,2,welt,Das Baby kam gestern zur {{Welt}}.,frequency;generated;german
197,3,welt,Er reist um die {{Welt}}.,frequency;generated;german
198,1,gehen,Wir {{gehen}} zu Fuß.,frequency;generated;german
198,2,gehen,Wie soll das {{gehen}}?,frequency;generated;german
198,3,gehen,Ich muss jetzt {{gehen}}.,frequency;generated;german
199,1,gemacht,Was hast du gestern {{gemacht}}?,frequency;generated;german
199,2,gemacht,Der Tisch ist aus Holz {{gemacht}}.,frequency;generated;german
199,3,gemacht,Das hast du gut {{gemacht}}.,frequency;generated;german
200,1,genau,Das kostet {{genau}} zehn Euro.,frequency;generated;german
200,2,genau,Wo {{genau}} wohnst du?,frequency;generated;german
200,3,genau,Hör bitte {{genau}} zu.,frequency;generated;german
201,1,danke,"Sag auch {{danke}}, wenn dir jemand hilft.",frequency;generated;german
201,2,danke,"Nein, {{danke}}, ich bin satt.",frequency;generated;german
201,3,danke,Ich {{danke}} dir für deine Geduld.,frequency;generated;german
202,1,gar,Das ist {{gar}} nicht schwer.,frequency;generated;german
202,2,gar,Ich habe {{gar}} nichts gehört.,frequency;generated;german
202,3,gar,Ist das Fleisch schon {{gar}}?,frequency;generated;german
203,1,konnte,Ich {{konnte}} gestern nicht kommen.,frequency;generated;german
203,2,konnte,Als Kind {{konnte}} sie gut schwimmen.,frequency;generated;german
203,3,konnte,Niemand {{konnte}} die Tür öffnen.,frequency;generated;german
204,1,leute,Hier sind viele {{Leute}}.,frequency;generated;german
204,2,leute,Die {{Leute}} warten auf den Bus.,frequency;generated;german
204,3,leute,Ich kenne nette {{Leute}} im Haus.,frequency;generated;german
205,1,neuen,Ich brauche einen {{neuen}} Pass.,frequency;generated;german
205,2,neuen,Mit den {{neuen}} Schuhen laufe ich gut.,frequency;generated;german
205,3,neuen,Wir wohnen im {{neuen}} Haus.,frequency;generated;german
206,1,seinem,Er fährt mit {{seinem}} Bruder.,frequency;generated;german
206,2,seinem,Das Spielzeug gehört {{seinem}} Kind.,frequency;generated;german
206,3,seinem,Sie wohnt neben {{seinem}} Haus.,frequency;generated;german
207,1,unsere,Das ist {{unsere}} Wohnung.,frequency;generated;german
207,2,unsere,Wir suchen {{unsere}} Katze.,frequency;generated;german
207,3,unsere,{{Unsere}} Kinder spielen zusammen.,frequency;generated;german
208,1,dies,Ist {{dies}} dein Stift?,frequency;generated;german
208,2,dies,Ich möchte {{dies}} noch sagen.,frequency;generated;german
208,3,dies,{{Dies}} ist der letzte Versuch.,frequency;generated;german
209,1,etwa,Das dauert {{etwa}} zehn Minuten.,frequency;generated;german
209,2,etwa,Hast du {{etwa}} meinen Kuchen gegessen?,frequency;generated;german
209,3,etwa,Es kostet {{etwa}} zwanzig Euro.,frequency;generated;german
210,1,jeder,Hier kennt {{jeder}} jeden.,frequency;generated;german
210,2,jeder,{{Jeder}} Tag ist anders.,frequency;generated;german
210,3,jeder,In {{jeder}} Tasche ist ein Buch.,frequency;generated;german
211,1,natürlich,Du kannst {{natürlich}} mitkommen.,frequency;generated;german
211,2,natürlich,Die Farbe wirkt {{natürlich}}.,frequency;generated;german
211,3,natürlich,Das habe ich {{natürlich}} vergessen!,frequency;generated;german
212,1,bist,Wo {{bist}} du?,frequency;generated;german
212,2,bist,Heute {{bist}} du früh dran.,frequency;generated;german
212,3,bist,{{Bist}} du schon fertig?,frequency;generated;german
213,1,gute,Das ist eine {{gute}} Idee.,frequency;generated;german
213,2,gute,Ich habe {{gute}} Nachrichten.,frequency;generated;german
213,3,gute,Ich wünsche dir eine {{gute}} Nacht.,frequency;generated;german
214,1,recht,Du hast {{recht}}.,frequency;generated;german
214,2,recht,Das ist mir {{recht}}.,frequency;generated;german
214,3,recht,Es ist {{recht}} kalt heute.,frequency;generated;german
215,1,finden,Ich kann meine Brille nicht {{finden}}.,frequency;generated;german
215,2,finden,Wie {{finden}} wir den Bahnhof?,frequency;generated;german
215,3,finden,Viele {{finden}} den Film gut.,frequency;generated;german
216,1,geben,Kannst du mir Wasser {{geben}}?,frequency;generated;german
216,2,geben,Wir {{geben}} ihm einen Schlüssel.,frequency;generated;german
216,3,geben,Es wird bald Regen {{geben}}.,frequency;generated;german
217,1,kinder,Die {{Kinder}} spielen draußen.,frequency;generated;german
217,2,kinder,Hast du {{Kinder}}?,frequency;generated;german
217,3,kinder,Dieses Buch ist für {{Kinder}}.,frequency;generated;german
218,1,werde,Ich {{werde}} morgen anrufen.,frequency;generated;german
218,2,werde,Bald {{werde}} ich dreißig.,frequency;generated;german
218,3,werde,Ich {{werde}} langsam müde.,frequency;generated;german
219,1,geld,Ich habe kein {{Geld}} dabei.,frequency;generated;german
219,2,geld,Wir sparen {{Geld}} für eine Reise.,frequency;generated;german
219,3,geld,Wie viel {{Geld}} brauchst du?,frequency;generated;german
220,1,gleich,Ich komme {{gleich}}.,frequency;generated;german
220,2,gleich,Die beiden Taschen sind {{gleich}}.,frequency;generated;german
220,3,gleich,Das ist mir {{gleich}}.,frequency;generated;german
221,1,keinen,Ich habe {{keinen}} Hunger.,frequency;generated;german
221,2,keinen,Hier gibt es {{keinen}} Aufzug.,frequency;generated;german
221,3,keinen,Ich kenne {{keinen}} von ihnen.,frequency;generated;german
222,1,lange,Wie {{lange}} bleibst du?,frequency;generated;german
222,2,lange,Ich habe {{lange}} gewartet.,frequency;generated;german
222,3,lange,Die {{lange}} Hose ist zu warm.,frequency;generated;german
223,1,sagt,Was {{sagt}} der Arzt?,frequency;generated;german
223,2,sagt,Meine Mutter {{sagt}} immer die Wahrheit.,frequency;generated;german
223,3,sagt,"Er {{sagt}}, dass er später kommt.",frequency;generated;german
224,1,teil,Ich habe nur einen {{Teil}} gelesen.,frequency;generated;german
224,2,teil,Das ist ein {{Teil}} meines Plans.,frequency;generated;german
224,3,teil,Sie nimmt am Kurs {{teil}}.,frequency;generated;german
225,1,allem,Ich esse vor {{allem}} Gemüse.,frequency;generated;german
225,2,allem,Trotz {{allem}} war es schön.,frequency;generated;german
225,3,allem,Mit {{allem}} zusammen kostet es zehn Euro.,frequency;generated;german
226,1,beiden,Die {{beiden}} sind Geschwister.,frequency;generated;german
226,2,beiden,Ich schreibe mit {{beiden}} Händen.,frequency;generated;german
226,3,beiden,Welches der {{beiden}} Bücher willst du?,frequency;generated;german
227,1,davon,Ich nehme zwei {{davon}}.,frequency;generated;german
227,2,davon,Ich habe nichts {{davon}} gehört.,frequency;generated;german
227,3,davon,Was hältst du {{davon}}?,frequency;generated;german
228,1,eigentlich,Was machst du {{eigentlich}} beruflich?,frequency;generated;german
228,2,eigentlich,Ich wollte {{eigentlich}} zu Hause bleiben.,frequency;generated;german
228,3,eigentlich,Das ist {{eigentlich}} ganz einfach.,frequency;generated;german
229,1,fast,Ich bin {{fast}} fertig.,frequency;generated;german
229,2,fast,Wir sehen uns {{fast}} jeden Tag.,frequency;generated;german
229,3,fast,Das Glas ist {{fast}} leer.,frequency;generated;german
230,1,richtig,Ist die Antwort {{richtig}}?,frequency;generated;german
230,2,richtig,Heute ist es {{richtig}} kalt.,frequency;generated;german
230,3,richtig,Das fühlt sich {{richtig}} an.,frequency;generated;german
231,1,tun,Was kann ich für dich {{tun}}?,frequency;generated;german
231,2,tun,Das hat nichts mit dir zu {{tun}}.,frequency;generated;german
231,3,tun,Meine Füße {{tun}} weh.,frequency;generated;german
232,1,arbeit,Ich suche {{Arbeit}}.,frequency;generated;german
232,2,arbeit,Die {{Arbeit}} macht mir Spaß.,frequency;generated;german
232,3,arbeit,Nach der {{Arbeit}} gehe ich schwimmen.,frequency;generated;german
233,1,denen,"Das sind Freunde, mit {{denen}} ich wohne.",frequency;generated;german
233,2,denen,"Die Kinder, {{denen}} ich helfe, sind nett.",frequency;generated;german
233,3,denen,"Das sind die Bücher, von {{denen}} ich erzählt habe.",frequency;generated;german
234,1,deutsche,Ich lerne {{deutsche}} Wörter.,frequency;generated;german
234,2,deutsche,Die {{deutsche}} Küche kenne ich kaum.,frequency;generated;german
234,3,deutsche,Meine {{deutsche}} Freundin kommt morgen.,frequency;generated;german
235,1,erste,Sie ist die {{erste}} Besucherin.,frequency;generated;german
235,2,erste,Nimm die {{erste}} Straße links.,frequency;generated;german
235,3,erste,Die {{erste}} Stunde ist kostenlos.,frequency;generated;german
236,1,frage,Ich habe eine {{Frage}}.,frequency;generated;german
236,2,frage,Das ist eine gute {{Frage}}.,frequency;generated;german
236,3,frage,Ich {{frage}} morgen den Arzt.,frequency;generated;german
237,1,meiner,Ich helfe {{meiner}} Schwester.,frequency;generated;german
237,2,meiner,Das ist das Auto {{meiner}} Mutter.,frequency;generated;german
237,3,meiner,In {{meiner}} Tasche liegt ein Buch.,frequency;generated;german
238,1,sieht,Das Essen {{sieht}} gut aus.,frequency;generated;german
238,2,sieht,Er {{sieht}} ohne Brille nichts.,frequency;generated;german
238,3,sieht,Sie {{sieht}} ihren Vater selten.,frequency;generated;german
239,1,zurück,Wann kommst du {{zurück}}?,frequency;generated;german
239,2,zurück,Gib mir den Stift {{zurück}}.,frequency;generated;german
239,3,zurück,Geh einen Schritt {{zurück}}.,frequency;generated;german
240,1,deine,Ist das {{deine}} Tasche?,frequency;generated;german
240,2,deine,Ich mag {{deine}} Schuhe.,frequency;generated;german
240,3,deine,Ich brauche {{deine}} Hilfe.,frequency;generated;german
241,1,jedoch,"Ich komme, {{jedoch}} etwas später.",frequency;generated;german
241,2,jedoch,"Das ist schön, {{jedoch}} teuer.",frequency;generated;german
241,3,jedoch,Er hat {{jedoch}} keine Zeit.,frequency;generated;german
242,1,klar,Ist alles {{klar}}?,frequency;generated;german
242,2,klar,Das Wasser ist {{klar}}.,frequency;generated;german
242,3,klar,{{Klar}} kannst du bleiben!,frequency;generated;german
243,1,paar,Warte ein {{paar}} Minuten.,frequency;generated;german
243,2,paar,Ich brauche ein {{Paar}} Schuhe.,frequency;generated;german
243,3,paar,Die beiden sind ein {{Paar}}.,frequency;generated;german
244,1,große,Ich habe eine {{große}} Familie.,frequency;generated;german
244,2,große,Das ist eine {{große}} Hilfe.,frequency;generated;german
244,3,große,Die {{große}} Tasche ist schwer.,frequency;generated;german
245,1,großen,Wir wohnen in einem {{großen}} Haus.,frequency;generated;german
245,2,großen,Ich nehme den {{großen}} Teller.,frequency;generated;german
245,3,großen,Die {{großen}} Fenster lassen viel Licht herein.,frequency;generated;german
246,1,liegt,Das Buch {{liegt}} auf dem Bett.,frequency;generated;german
246,2,liegt,Der Ort {{liegt}} am Meer.,frequency;generated;german
246,3,liegt,Woran {{liegt}} das?,frequency;generated;german
247,1,welche,{{Welche}} Jacke nimmst du?,frequency;generated;german
247,2,welche,"Ich weiß nicht, {{welche}} Größe ich brauche.",frequency;generated;german
247,3,welche,Hast du Stifte? Ich habe {{welche}}.,frequency;generated;german
248,1,wissen,Das möchte ich {{wissen}}.,frequency;generated;german
248,2,wissen,Wir {{wissen}} den Weg.,frequency;generated;german
248,3,wissen,Gut zu {{wissen}}!,frequency;generated;german
249,1,zusammen,Wir kochen {{zusammen}}.,frequency;generated;german
249,2,zusammen,Das kostet {{zusammen}} zehn Euro.,frequency;generated;german
249,3,zusammen,Gehören diese Teile {{zusammen}}?,frequency;generated;german
250,1,einige,Ich habe {{einige}} Fragen.,frequency;generated;german
250,2,einige,{{Einige}} Gäste sind schon da.,frequency;generated;german
250,3,einige,Wir bleiben {{einige}} Tage.,frequency;generated;german
251,1,fall,Auf jeden {{Fall}} komme ich.,frequency;generated;german
251,2,fall,Für den {{Fall}} habe ich einen Schirm.,frequency;generated;german
251,3,fall,Das war ein schwerer {{Fall}}.,frequency;generated;german
252,1,gab,Sie {{gab}} mir einen Apfel.,frequency;generated;german
252,2,gab,Früher {{gab}} es hier ein Kino.,frequency;generated;german
252,3,gab,Es {{gab}} keine Probleme.,frequency;generated;german
253,1,kannst,{{Kannst}} du schwimmen?,frequency;generated;german
253,2,kannst,Hier {{kannst}} du sitzen.,frequency;generated;german
253,3,kannst,Wann {{kannst}} du kommen?,frequency;generated;german
254,1,sicher,Bist du {{sicher}}?,frequency;generated;german
254,2,sicher,Hier bist du {{sicher}}.,frequency;generated;german
254,3,sicher,Er kommt {{sicher}} bald.,frequency;generated;german
255,1,frauen,Diese {{Frauen}} arbeiten im Krankenhaus.,frequency;generated;german
255,2,frauen,In unserer Gruppe sind fünf {{Frauen}}.,frequency;generated;german
255,3,frauen,Die {{Frauen}} spielen Fußball.,frequency;generated;german
256,1,ihrem,Sie hilft {{ihrem}} Kind.,frequency;generated;german
256,2,ihrem,Er fährt mit {{ihrem}} Auto.,frequency;generated;german
256,3,ihrem,In {{ihrem}} Garten wachsen Rosen.,frequency;generated;german
257,1,kam,Er {{kam}} gestern an.,frequency;generated;german
257,2,kam,Woher {{kam}} das Geräusch?,frequency;generated;german
257,3,kam,Die Hilfe {{kam}} rechtzeitig.,frequency;generated;german
258,1,allen,Ich danke {{allen}}.,frequency;generated;german
258,2,allen,Von {{allen}} Farben mag ich Blau am liebsten.,frequency;generated;german
258,3,allen,Mit {{allen}} zusammen sind wir zehn.,frequency;generated;german
259,1,darauf,Ich freue mich {{darauf}}.,frequency;generated;german
259,2,darauf,Der Tisch ist neu; stell nichts {{darauf}}.,frequency;generated;german
259,3,darauf,Es kommt {{darauf}} an.,frequency;generated;german
260,1,hatten,Wir {{hatten}} gestern Besuch.,frequency;generated;german
260,2,hatten,Sie {{hatten}} den Zug verpasst.,frequency;generated;german
260,3,hatten,Alle {{hatten}} großen Hunger.,frequency;generated;german
261,1,letzten,Ich nehme den {{letzten}} Bus.,frequency;generated;german
261,2,letzten,In den {{letzten}} Tagen hat es geregnet.,frequency;generated;german
261,3,letzten,Am {{letzten}} Abend gingen wir essen.,frequency;generated;german
262,1,meinen,Ich suche {{meinen}} Schlüssel.,frequency;generated;german
262,2,meinen,Was {{meinen}} sie damit?,frequency;generated;german
262,3,meinen,Ich wohne bei {{meinen}} Eltern.,frequency;generated;german
263,1,nein,Sie hat {{nein}} gesagt.,frequency;generated;german
263,2,nein,"{{Nein}} danke, ich möchte nichts.",frequency;generated;german
263,3,nein,Warum sagst du immer {{nein}}?,frequency;generated;german
264,1,schön,Der Garten ist {{schön}}.,frequency;generated;german
264,2,schön,{{Schön}} dich zu sehen!,frequency;generated;german
264,3,schön,Schlaf {{schön}}.,frequency;generated;german
265,1,sogar,Es hat {{sogar}} geschneit.,frequency;generated;german
265,2,sogar,Er hat {{sogar}} meinen Namen vergessen.,frequency;generated;german
265,3,sogar,Das versteht {{sogar}} ein Kind.,frequency;generated;german
266,1,vielen,{{Vielen}} Dank für deine Hilfe.,frequency;generated;german
